config_id,family,c,gamma,fold,train_eer,validation_eer,validation_roc_auc,working_fmr,working_fnmr
rbf_svm__c_3e-05__gamma_0.001,rbf_svm,3e-05,0.001,4,0.13216374269005848,0.13777777777777778,0.9424395061728396,0.0044444444444444444,0.5911111111111111
rbf_svm__c_3e-05__gamma_0.003,rbf_svm,3e-05,0.003,4,0.13216374269005848,0.13777777777777778,0.9451654320987654,0.008888888888888889,0.5688888888888889
rbf_svm__c_3e-05__gamma_0.01,rbf_svm,3e-05,0.01,4,0.13216374269005848,0.1288888888888889,0.9519802469135803,0.008888888888888889,0.48444444444444446
rbf_svm__c_3e-05__gamma_0.03,rbf_svm,3e-05,0.03,4,0.10526315789473684,0.12444444444444444,0.9575111111111112,0.008888888888888889,0.5288888888888889
rbf_svm__c_3e-05__gamma_0.1,rbf_svm,3e-05,0.1,4,0.0,0.12444444444444444,0.9575111111111112,0.008888888888888889,0.5111111111111111
rbf_svm__c_0.0001__gamma_0.001,rbf_svm,0.0001,0.001,4,0.13216374269005848,0.13777777777777778,0.9424395061728396,0.0044444444444444444,0.5911111111111111
rbf_svm__c_0.0001__gamma_0.003,rbf_svm,0.0001,0.003,4,0.13216374269005848,0.13777777777777778,0.9451654320987654,0.008888888888888889,0.5688888888888889
rbf_svm__c_0.0001__gamma_0.01,rbf_svm,0.0001,0.01,4,0.13216374269005848,0.1288888888888889,0.9519802469135803,0.008888888888888889,0.48444444444444446
rbf_svm__c_0.0001__gamma_0.03,rbf_svm,0.0001,0.03,4,0.10526315789473684,0.12444444444444444,0.9575111111111112,0.008888888888888889,0.5288888888888889
rbf_svm__c_0.0001__gamma_0.1,rbf_svm,0.0001,0.1,4,0.0,0.12444444444444444,0.9575111111111112,0.008888888888888889,0.5111111111111111
rbf_svm__c_0.0003__gamma_0.001,rbf_svm,0.0003,0.001,4,0.13216374269005848,0.13777777777777778,0.9424395061728396,0.0044444444444444444,0.5911111111111111
rbf_svm__c_0.0003__gamma_0.003,rbf_svm,0.0003,0.003,4,0.13216374269005848,0.13777777777777778,0.9451654320987654,0.008888888888888889,0.5688888888888889
rbf_svm__c_0.0003__gamma_0.01,rbf_svm,0.0003,0.01,4,0.13216374269005848,0.1288888888888889,0.9519802469135803,0.008888888888888889,0.48444444444444446
rbf_svm__c_0.0003__gamma_0.03,rbf_svm,0.0003,0.03,4,0.10526315789473684,0.12444444444444444,0.9575111111111112,0.008888888888888889,0.5288888888888889
rbf_svm__c_0.0003__gamma_0.1,rbf_svm,0.0003,0.1,4,0.0,0.12444444444444444,0.9575111111111112,0.008888888888888889,0.5111111111111111
rbf_svm__c_0.001__gamma_0.001,rbf_svm,0.001,0.001,4,0.13216374269005848,0.13777777777777778,0.9424395061728396,0.0044444444444444444,0.5911111111111111
rbf_svm__c_0.001__gamma_0.003,rbf_svm,0.001,0.003,4,0.13216374269005848,0.13777777777777778,0.9451654320987654,0.008888888888888889,0.5688888888888889
rbf_svm__c_0.001__gamma_0.01,rbf_svm,0.001,0.01,4,0.13216374269005848,0.1288888888888889,0.9519802469135803,0.008888888888888889,0.48444444444444446
rbf_svm__c_0.001__gamma_0.03,rbf_svm,0.001,0.03,4,0.10526315789473684,0.12444444444444444,0.9575111111111112,0.008888888888888889,0.5288888888888889
rbf_svm__c_0.001__gamma_0.1,rbf_svm,0.001,0.1,4,0.0,0.12444444444444444,0.9575111111111112,0.008888888888888889,0.5111111111111111
rbf_svm__c_0.003__gamma_0.001,rbf_svm,0.003,0.001,4,0.13216374269005848,0.13777777777777778,0.9424395061728396,0.0044444444444444444,0.5911111111111111
rbf_svm__c_0.003__gamma_0.003,rbf_svm,0.003,0.003,4,0.13216374269005848,0.13777777777777778,0.9451654320987654,0.008888888888888889,0.5688888888888889
rbf_svm__c_0.003__gamma_0.01,rbf_svm,0.003,0.01,4,0.13216374269005848,0.1288888888888889,0.9519802469135803,0.008888888888888889,0.48444444444444446
rbf_svm__c_0.003__gamma_0.03,rbf_svm,0.003,0.03,4,0.10526315789473684,0.12444444444444444,0.9575111111111112,0.008888888888888889,0.5288888888888889
rbf_svm__c_0.003__gamma_0.1,rbf_svm,0.003,0.1,4,0.0,0.12444444444444444,0.9575111111111112,0.008888888888888889,0.5111111111111111
logistic_regression__c_1e-05,logistic_regression,1e-05,,5,0.1288888888888889,0.11666666666666667,0.9607098765432099,0.005555555555555556,0.3
logistic_regression__c_3e-05,logistic_regression,3e-05,,5,0.12666666666666668,0.11666666666666667,0.9596296296296297,0.005555555555555556,0.3055555555555556
logistic_regression__c_0.0001,logistic_regression,0.0001,,5,0.11888888888888889,0.12222222222222222,0.956604938271605,0.005555555555555556,0.3111111111111111
logistic_regression__c_0.0003,logistic_regression,0.0003,,5,0.11,0.13333333333333333,0.9481172839506173,0.005555555555555556,0.3277777777777778
logistic_regression__c_0.001,logistic_regression,0.001,,5,0.09444444444444444,0.15555555555555556,0.9335185185185185,0.005555555555555556,0.35
logistic_regression__c_0.003,logistic_regression,0.003,,5,0.08333333333333333,0.17777777777777778,0.9181481481481482,0.005555555555555556,0.40555555555555556
